bothfoot_L,swing_L,bothfoot_R,swing_R,stand_L,stand_R
1141,801,1020,1005,926,1025
1150,786,150,780,946,994
1190,927,1110,870,1086,1034
1111,900,1305,795,997,1014
1300,802,150,960,962,1148
1230,707,1080,960,862,1078
1021,860,1005,824,922,968
940,660,1095,719,707,894
1109,713,795,929,811,1018
1030,816,1005,735,921,929
1081,702,1020,885,807,984
1071,623,1020,840,648,1053
1041,670,735,930,694,1017
1141,745,840,825,920,971
1061,743,1095,705,931,880
1070,709,1035,794,881,899
1110,754,134,735,920,950
1030,1210,1080,719,1360,880
921,631,1470,794,656,905
941,672,780,690,807,814
970,692,945,705,827,843
770,633,1005,510,722,688
950,625,930,585,787,793
1050,684,1005,735,787,953
1130,1033,945,794,1217,953
710,594,1305,584,637,673
1040,624,705,824,776,894
960,429,885,794,486,904
520,383,0,0,1396,0
0,153,0,794,0,0
4510,607,1080,510,761,4359
1080,727,840,780,951,859
5330,618,1230,360,5311,639
920,816,5476,629,945,795
8421,635,1049,794,8161,900
971,694,8176,793,861,810
2870,811,975,660,1012,2678
1071,635,1065,854,801,909
1120,985,900,810,1201,909
6580,1068,6120,1215,1517,6134
120,3535,4741,839,7576,4064
1020,635,7710,781,746,915
881,510,914,570,653,738
830,643,795,555,783,697
390,964,0,0,6743,0
840,595,6840,629,713,727
861,631,901,539,773,728
821,639,960,525,749,712
731,667,915,495,740,661
950,742,795,750,895,805
1102,637,990,855,792,950
881,686,870,690,803,768
980,659,195,600,793,847
1004,563,855,675,732,842
921,625,900,614,767,784
903,667,870,629,840,733
1022,629,149,644,812,840
1041,636,885,795,813,868
861,686,900,675,789,762
860,617,120,540,754,726
1023,676,120,645,897,806
821,491,990,630,598,723
2160,489,32168,0,33004,0
930,437,180,435,617,753
720,467,735,480,592,598
710,441,720,465,567,593
710,474,660,510,587,603
660,420,705,480,482,598
670,397,600,465,487,583
651,417,600,450,508,563
660,409,615,450,513,557
650,408,630,465,478,582
0,423,0,0,528,0
630,411,345,449,498,552
650,404,600,449,507,553
630,415,614,434,507,543
651,402,615,435,518,543
640,397,615,450,493,547
650,409,600,450,503,557
661,422,615,435,544,547
671,418,660,435,540,551
691,417,660,465,526,585
791,441,645,615,498,734
749,425,585,585,507,672
760,457,645,525,557,663
840,401,720,600,487,763
691,417,615,480,503,608
671,457,615,464,553,577
730,428,705,449,557,603
730,445,690,464,582,598
871,456,705,689,518,813
720,419,645,510,503,637
841,356,675,555,474,727
851,363,630,555,510,711
790,337,645,510,485,645
730,437,600,480,575,595
780,372,690,450,595,565
741,436,735,480,561,620
751,436,690,495,567,624
810,543,720,540,667,693
830,432,840,495,602,668
760,430,750,464,577,613
720,421,705,464,557,593
690,432,675,464,546,584
680,412,660,449,536,564
681,424,645,450,552,559
670,411,660,450,532,558
690,409,645,450,537,563
690,428,645,465,547,573
700,424,660,465,552,578
690,423,675,450,547,573
690,417,660,450,547,563
690,420,660,450,547,563
690,422,660,450,557,563
690,428,660,480,537,583
700,419,660,450,547,573
740,399,660,510,516,624
740,471,629,449,656,564
750,428,794,480,561,619
710,413,690,450,551,579
710,420,675,465,541,589
710,413,660,450,561,569
700,423,675,465,551,579
720,400,675,465,531,589
710,371,645,480,496,594
5760,450,3510,1305,796,5414
800,404,975,479,551,659
760,375,675,464,550,590
720,399,674,449,545,575
750,391,675,465,546,595
739,406,660,465,570,579
750,428,705,480,565,615
711,417,690,465,541,590
720,414,675,450,556,584
730,412,660,495,551,599
710,400,660,480,521,589
700,420,630,465,547,574
699,420,660,465,541,578
700,409,660,435,556,554
690,406,675,465,516,584
700,413,630,479,526,594
680,406,630,449,536,554
690,403,645,449,540,560
700,429,645,464,560,570
710,426,675,480,545,595
720,402,645,495,535,595
680,423,645,465,535,575
691,409,645,465,526,575
700,425,645,465,546,584
731,389,660,450,557,564
711,417,660,465,563,568
740,376,675,465,543,577
700,408,660,435,558,552
740,482,660,540,588,642
730,456,660,524,593,597
750,420,675,539,548,622
740,432,630,509,587,593
811,355,660,539,558,613
841,314,645,525,549,612
780,418,645,570,534,666
701,487,660,465,600,591
721,413,690,540,511,630
811,380,585,540,577,614
740,423,675,510,562,608
730,423,645,540,537,623
840,344,630,525,572,618
811,427,660,570,583,658
800,373,720,480,563,617
750,410,690,465,568,592
710,418,690,479,528,602
720,407,645,464,547,583
740,372,675,449,542,578
700,407,660,449,542,568
710,404,660,465,537,583
710,400,660,450,538,573
719,404,675,435,557,572
731,392,675,465,547,583
730,379,660,465,532,578
711,401,645,450,558,563
710,411,660,510,518,612
730,392,615,450,583,547
780,359,705,450,568,572
770,430,690,480,598,602
750,432,720,479,588,602
720,452,735,419,613,567
730,423,736,479,557,603
762,416,689,480,569,613
761,426,705,465,590,601
740,434,720,480,570,610
761,422,705,465,591,600
810,476,720,495,666,624
900,495,825,600,641,759
820,444,795,495,621,649
800,451,750,510,621,639
800,482,765,495,651,639
780,541,810,495,676,654
820,443,825,525,596,674
860,476,735,599,601,739
880,478,750,539,670,690
730,564,825,449,695,605
771,392,840,465,561,610
840,677,765,585,731,789
830,591,900,525,736,694
810,530,870,540,666,674
910,449,825,555,646,714
950,439,810,525,701,689
900,515,885,540,696,724
1000,523,885,615,726,804
870,493,870,570,656,714
820,416,795,494,606,634
840,428,735,539,600,670
800,445,735,509,605,645
770,412,765,465,565,625
790,432,705,495,595,635
840,390,720,510,595,635
811,422,735,480,621,620
771,452,735,540,577,654
760,433,705,465,607,593
1840,223,735,645,1297,773
330,1347,0,0,2977,0
911,420,3120,629,558,773
770,413,675,494,578,612
790,439,705,524,577,653
800,448,719,554,552,698
860,403,720,434,667,603
1400,398,1020,855,592,1208
900,360,750,495,607,653
790,405,765,480,562,638
810,406,690,510,582,638
840,369,720,480,592,618
850,343,735,495,562,638
841,344,705,495,553,638
800,342,675,465,563,587
820,344,675,479,578,592
800,371,720,464,573,607
760,398,690,479,563,597
750,416,690,479,562,608
770,393,690,479,562,608
770,396,690,480,562,608
810,366,675,495,572,608
843,427,705,510,630,643
841,374,795,495,561,660
940,403,690,720,501,849
800,370,615,495,561,609
900,248,705,495,511,639
960,130,465,435,486,2534
830,295,630,465,521,609
821,307,630,464,557,574
900,367,675,569,581,689
810,257,750,419,481,589
5090,181,480,420,586,4694
810,227,705,405,516,524
990,292,630,645,531,759
4580,123,630,465,501,5199
890,290,630,479,571,609
830,313,705,389,625,525
790,429,7161,524,581,639
681,410,719,434,517,574
662,414,630,450,519,563
712,421,660,420,580,561
770,342,675,480,545,575
711,378,660,465,511,580
771,308,630,435,527,554
880,285,675,480,542,628
701,398,660,450,532,568
700,414,660,435,557,563
730,354,675,435,537,553
740,340,630,435,552,528
810,280,645,465,532,558
710,402,660,434,557,563
780,325,675,449,541,569
810,285,659,449,531,569
710,372,659,435,526,564
650,387,630,435,501,539
740,319,615,435,511,549
790,301,615,450,546,554
860,269,660,480,536,594
710,377,645,450,531,559
860,280,660,450,561,579
830,322,705,450,566,594
850,269,675,450,561,559
790,319,675,465,531,579
830,302,645,449,576,564
980,197,705,509,541,639
870,248,660,464,535,585
840,273,659,479,515,605
770,324,630,450,535,565
820,308,660,435,570,560
700,428,690,405,605,525
741,406,735,480,541,610
860,265,660,450,561,569
870,210,690,405,546,534
901,204,675,480,502,609
751,326,615,435,532,548
890,223,645,480,527,593
810,243,645,420,522,538
910,166,630,450,522,558
811,287,645,464,512,588
820,289,645,464,512,598
820,300,630,464,537,584
709,402,659,419,576,543
913,253,690,510,549,624
870,230,675,450,524,576
892,267,675,450,561,601
841,272,705,420,557,564
951,224,690,495,552,628
930,226,660,495,557,603
910,224,675,465,557,583
800,338,690,465,542,598
860,266,675,480,517,613
1051,167,660,539,538,683
1000,190,675,480,573,617
880,246,690,479,533,597
860,252,660,449,542,578
930,216,675,464,552,598
812,295,675,450,539,573
782,331,675,435,551,571
881,239,675,450,547,574
932,168,675,465,508,593
1110,128,690,525,533,707
910,236,660,480,543,607
912,218,660,465,550,582
881,248,690,450,541,590
900,274,675,480,566,614
840,320,705,465,556,604
950,250,705,510,542,659
969,182,660,464,576,583
821,324,720,434,571,580
850,284,690,479,541,599
930,240,660,525,526,644
880,301,675,465,576,614
860,317,690,465,601,579
1021,308,720,600,612,719
960,334,765,525,622,678
950,201,720,525,537,623
1080,142,645,540,582,648
960,723,795,630,847,843
830,313,900,495,602,548
960,237,735,539,527,673
940,219,645,479,562,598
870,277,690,479,541,609
870,246,659,434,566,554
890,223,690,449,546,574
900,210,645,465,546,564
910,226,660,480,546,594
880,233,675,450,541,579
940,178,660,465,536,584
920,208,660,465,541,589
970,209,645,510,566,614
900,231,675,480,551,589
870,242,675,435,561,559
860,253,675,435,571,549
920,224,690,480,551,599
920,207,675,464,541,589
920,209,660,464,545,585
880,253,659,464,560,580
860,258,674,449,555,565
940,191,675,465,555,585
910,200,675,450,540,570
911,205,660,450,551,570
910,190,675,450,526,574
930,194,645,450,561,569
890,234,675,465,551,579
1030,156,660,450,536,1684
930,177,645,465,536,574
860,234,645,450,541,559
900,198,645,450,546,554
890,239,660,479,536,594
920,173,645,464,525,575
930,168,645,449,530,570
910,166,645,434,530,550
910,175,645,450,525,565
910,182,630,450,545,555
881,220,645,465,536,565
940,172,660,450,546,574
921,185,645,480,532,579
960,161,645,465,552,578
920,183,660,510,492,618
900,212,600,465,547,573
900,188,660,450,527,563
941,164,645,450,542,568
910,179,645,464,522,568
880,212,645,449,527,573
910,185,630,464,531,569
911,165,644,434,532,549
910,205,630,464,557,563
1070,144,675,465,547,1693
942,184,660,465,554,578
962,155,675,450,551,571
930,177,660,465,536,574
120,212,660,450,566,574
820,272,690,495,481,619
860,242,600,450,541,569
930,200,660,465,546,584
950,167,675,465,526,594
931,204,660,464,541,599
950,169,660,479,521,599
950,185,645,464,550,590
940,186,675,449,555,575
970,141,675,450,550,570
920,178,660,450,540,560
970,161,645,480,555,585
1001,151,675,465,576,585
930,214,690,450,586,564
970,183,705,495,546,614
971,156,675,465,537,594
1010,144,660,450,587,573
961,169,690,480,547,583
1020,138,675,465,567,593
1010,190,690,450,547,1713
890,246,675,464,546,594
940,202,675,464,556,594
910,215,675,479,531,599
940,189,645,480,536,594
990,148,660,465,551,589
990,162,675,465,571,589
1010,180,705,465,591,599
1010,168,735,480,556,624
1020,176,690,525,541,659
990,162,675,465,561,599
960,185,675,465,571,579
1000,154,690,480,561,599
980,185,690,449,591,579
1010,166,705,494,571,609
980,175,690,479,560,600
980,173,674,479,565,595
980,170,690,464,560,590
1040,152,705,495,560,640
961,212,690,450,601,580
1040,183,735,510,586,644
940,211,705,480,561,599
1030,184,690,510,581,639
970,242,705,510,586,634
950,197,705,465,566,584
900,227,675,465,556,574
890,292,660,495,591,599
840,297,675,465,591,549
860,292,705,464,581,579
970,227,690,494,595,605
970,219,749,479,555,635
921,239,690,479,546,615
950,169,660,480,526,594
1000,157,645,465,576,584
930,218,690,495,541,609
1030,107,660,450,571,569
900,262,690,465,586,584
940,204,705,465,566,584
940,178,675,465,546,574
1031,134,675,480,562,609
1020,146,690,450,592,578
1001,142,705,509,528,623
940,206,645,509,523,627
1000,153,660,464,557,603
1010,155,674,494,557,613
922,194,690,450,539,583
961,182,660,465,565,586
1040,113,690,495,540,620
991,180,675,465,571,600
890,299,705,495,561,629
932,251,690,480,583,609
931,228,705,465,574,587
951,215,705,465,575,596
961,208,705,480,561,610
911,273,690,480,582,609
871,320,705,495,573,618
930,266,720,494,558,642
1000,159,690,524,502,658
1040,164,644,494,572,638
1020,163,719,449,592,598
1020,167,720,480,582,608
1020,186,720,495,577,633
1020,195,720,480,597,623
1020,160,735,525,517,663
1080,133,660,480,597,623
1020,163,720,495,572,618
1050,160,720,480,582,628
1010,188,735,465,582,618
1010,195,705,495,592,618
1001,192,720,480,592,608
950,205,720,464,567,593
950,178,690,479,527,604
930,219,645,494,536,614
960,168,660,479,526,604
1000,165,660,480,556,614
920,173,675,450,531,569
960,182,645,510,526,624
880,233,630,435,581,539
940,197,705,480,536,604
960,163,660,465,541,589
960,163,660,495,516,614
1020,132,645,480,551,609
960,162,675,465,541,589
960,181,675,465,551,599
910,198,675,465,521,589
940,180,645,449,546,574
960,158,675,464,525,595
890,262,644,479,560,600
940,182,675,465,550,580
971,222,690,450,611,590
980,161,720,450,582,559
1009,194,735,480,576,633
970,174,690,495,541,609
1040,135,690,480,551,629
960,189,675,480,546,604
970,147,675,480,511,609
1000,163,645,510,526,644
980,142,645,480,531,599
990,167,645,479,566,594
960,120,690,449,506,574
970,128,645,419,541,559
1000,130,676,434,560,570
980,124,705,435,530,580
960,161,645,495,520,610
901,219,645,495,501,620
961,186,630,480,542,609
990,184,675,525,522,658
1000,192,645,495,582,618
980,140,705,480,517,603
950,171,630,480,537,593
980,187,660,480,567,603
970,168,720,480,507,633
990,134,645,450,542,588
920,199,660,450,552,568
951,190,675,479,538,603
1022,151,675,495,549,633
940,165,674,479,504,606
972,122,615,480,511,591
950,179,630,480,531,599
931,172,675,450,517,594
960,113,630,495,472,608
971,160,600,495,508,623
900,167,630,435,513,557
933,165,615,450,551,552
950,160,675,465,521,589
890,199,630,465,516,574
960,171,630,480,546,594
0,173,0,0,0,0
0,165,0,0,0,0
0,126,0,0,0,0
0,156,0,0,0,0
0,183,0,0,0,0
0,180,0,0,0,0
0,185,0,0,0,0
0,148,0,675,0,0
0,187,0,0,0,0
0,185,0,0,0,0
0,191,0,0,0,0
0,205,0,0,0,0
0,195,0,0,0,0
0,207,0,0,0,0
0,190,0,0,0,0
0,130,0,0,0,0
0,237,0,0,0,0
0,168,0,0,0,0
0,173,0,0,0,0
0,180,0,0,0,0
0,203,0,0,0,0
0,169,0,0,0,0
0,190,0,0,0,0
0,205,0,0,0,0
0,206,0,0,0,0
840,127,0,765,406,564
7130,123,735,465,572,6689
1050,135,691,494,576,614
1030,183,734,449,551,1779
960,167,675,450,556,574
1000,144,690,450,566,584
950,188,690,465,551,589
940,199,690,465,536,604
950,215,675,465,566,604
980,173,690,480,556,604
980,152,675,450,571,569
920,224,690,480,551,599
930,230,675,480,556,604
910,244,690,480,546,614
980,151,645,465,576,564
950,174,705,450,551,579
860,268,660,464,555,575
1020,152,690,479,565,615
980,173,690,479,555,605
910,235,675,465,565,585
980,212,690,495,580,620
901,215,675,465,561,560
1040,105,675,465,571,579
910,229,690,465,556,584
880,246,675,465,546,584
880,244,675,465,536,594
850,288,660,465,551,589
960,173,675,465,551,589
931,206,660,479,552,589
910,213,675,464,542,588
920,235,675,479,547,613
881,257,675,449,562,579
960,217,690,479,572,608
910,279,690,495,577,613
1060,118,720,480,557,623
942,214,675,465,579,583
931,205,705,465,550,591
831,295,660,465,556,575
900,227,690,450,546,584
840,277,660,450,556,564
880,229,675,450,541,569
871,228,660,450,531,569
880,218,645,450,536,564
890,232,675,435,556,574
850,272,675,449,561,569
870,277,690,464,556,594
870,249,661,464,550,570
850,271,675,434,570,560
871,224,690,450,531,570
920,195,645,465,541,579
970,119,660,450,521,569
881,227,630,465,537,574
880,218,645,450,542,558
920,196,660,450,552,568
870,250,675,465,532,588
920,212,660,450,562,578
850,255,675,450,547,563
910,202,660,450,557,563
910,210,675,450,552,568
880,226,660,464,537,573
970,162,645,479,551,589
940,179,660,464,546,574
900,243,675,449,571,579
910,242,690,465,576,584
930,229,705,465,566,594
920,222,690,465,561,589
860,268,675,465,551,579
860,260,660,465,546,574
900,264,675,465,576,594
830,311,690,465,571,579
910,248,690,480,561,599
900,246,675,480,556,594
900,238,675,465,556,584
860,261,675,449,561,569
870,255,675,464,550,580
940,179,659,449,560,560
950,229,689,494,555,625
960,141,690,450,525,585
881,181,645,435,516,555
840,284,555,510,581,549
990,215,705,495,591,619
1020,242,735,495,631,639
1050,223,765,495,651,629
980,217,780,480,591,609
970,244,735,495,581,639
990,210,720,495,566,634
950,229,705,480,561,619
920,212,675,450,576,564
950,199,690,479,556,594
880,307,690,479,575,615
900,243,704,479,540,610
990,241,690,494,595,645
900,278,720,480,575,605
911,280,690,495,581,610
960,271,720,495,606,634
941,254,750,495,562,639
920,279,690,495,577,623
930,286,720,510,567,653
950,283,705,510,592,648
921,279,720,495,578,623
932,269,720,494,565,637
961,245,705,479,591,620
941,277,720,509,581,640
950,220,719,479,551,619
910,246,674,479,556,604
930,208,675,464,556,584
880,232,675,465,536,584
930,196,645,480,541,589
900,216,660,465,536,584
920,211,675,465,536,604
860,275,645,480,551,589
931,211,660,480,553,589
939,194,675,465,552,587
900,246,675,480,547,603
911,210,660,479,528,593
940,202,660,480,538,612
940,195,660,479,538,602
901,231,660,464,554,587
902,243,676,479,550,602
880,261,674,464,560,590
900,240,675,479,545,595
961,172,675,450,561,580
900,220,675,450,556,564
970,159,675,465,546,584
961,168,660,480,537,594
890,272,660,465,582,588
930,200,690,480,542,588
910,251,675,480,557,613
870,262,660,480,557,583
990,185,675,495,567,613
910,246,690,480,557,603
940,205,690,480,537,613
890,196,645,449,531,559
940,180,645,464,541,579
900,232,660,479,541,599
880,252,660,465,556,584
900,216,660,465,551,569
900,221,675,450,547,574
869,243,660,465,541,578
870,243,660,465,536,584
940,159,645,465,526,574
870,238,645,450,541,569
830,265,660,450,531,569
910,201,645,450,556,564
900,210,675,450,541,569
960,220,675,494,551,629
1000,209,690,479,591,619
980,189,720,479,561,610
940,181,675,464,550,580
850,258,660,449,550,560
940,196,660,480,550,590
970,176,675,480,545,605
901,245,675,480,541,610
900,217,645,480,536,584
950,173,660,465,541,589
980,286,645,480,591,1709
910,225,720,465,546,594
930,236,675,480,561,609
980,134,675,450,556,564
880,282,675,479,571,599
980,151,690,479,531,600
889,279,644,479,575,594
880,252,690,509,515,625
790,304,630,450,535,565
961,162,645,465,556,575
960,168,690,450,546,584
850,243,675,450,521,579
820,255,645,435,521,559
901,191,630,450,542,559
830,253,645,450,537,553
870,261,645,450,582,558
850,246,690,465,527,573
980,186,645,480,572,598
930,210,705,479,527,613
930,228,660,464,562,598
990,183,690,479,571,609
860,260,690,449,551,569
1012,153,690,464,568,604
940,216,705,480,543,617
993,165,675,480,551,612
900,142,645,450,506,544
900,137,600,435,511,529
0,176,0,450,496,0
970,163,330,465,571,569
880,265,690,480,551,599
960,195,675,480,556,604
880,239,675,465,536,584
940,203,660,480,546,604
901,209,660,464,532,579
900,255,660,464,567,593
890,248,690,464,552,588
921,269,675,479,587,604
971,173,705,464,568,583
952,190,690,450,570,572
1000,175,705,480,565,615
961,199,690,495,541,620
1000,144,660,465,566,584
881,258,675,480,552,589
920,211,675,450,567,573
920,228,690,465,562,588
930,217,675,480,557,593
1010,169,675,465,597,583
970,186,720,465,572,588
1020,171,690,495,587,613
961,236,720,464,602,598
1000,178,704,449,551,1769
890,301,690,464,596,604
980,192,735,480,561,619
970,189,690,465,566,594
990,184,705,465,576,604
960,189,705,480,541,609
980,195,675,465,581,599
920,229,690,480,561,589
970,193,705,465,561,609
990,209,690,495,576,624
980,209,705,480,581,609
870,292,720,465,566,604
950,216,690,479,566,604
960,208,690,479,565,605
930,207,674,479,550,590
930,226,675,464,570,590
1010,157,705,480,555,615
961,203,675,480,571,600
960,207,690,480,571,599
910,247,705,450,576,584
890,242,705,435,576,564
920,232,705,450,581,579
1000,166,705,465,581,589
1010,200,705,495,591,619
1010,191,720,495,577,624
959,211,690,464,601,578
2460,173,750,539,660,3000
1200,185,825,629,595,795
1109,159,690,510,551,2990
970,187,675,480,556,604
950,186,675,465,556,584
1050,118,705,480,541,629
1020,155,690,465,566,614
990,193,705,480,571,619
1050,160,720,480,581,629
1060,140,735,465,581,619
1010,125,720,464,536,604
990,160,660,494,531,620
1001,179,675,479,556,625
990,148,690,464,541,599
980,178,690,450,561,599
972,141,690,450,543,579
952,171,675,450,550,582
940,167,675,450,535,575
971,183,660,480,556,605
980,189,690,480,556,614
1090,155,675,450,571,1739
1050,133,705,510,546,644
991,164,660,480,567,594
970,226,705,464,597,603
950,186,720,464,552,588
930,186,690,434,546,574
961,159,674,464,527,594
980,162,660,465,552,598
900,200,675,450,527,573
870,216,645,465,507,583
870,214,615,450,532,558
930,263,660,495,577,623
960,168,690,465,552,578
1020,140,660,495,557,603
1050,124,690,465,582,598
990,136,705,465,542,588
960,188,675,450,567,583
930,188,690,450,547,573
940,172,690,434,542,578
930,185,660,449,552,568
870,234,675,449,536,574
900,277,675,464,576,604
930,230,705,480,552,609
869,252,675,465,541,588
900,215,645,480,536,584
900,226,645,465,556,574
970,175,660,495,551,599
920,274,675,495,581,619
1000,193,705,495,581,619
971,161,690,495,536,604
930,205,645,465,566,574
1000,132,675,450,581,559
920,215,705,480,536,604
960,175,660,464,551,589
1010,135,675,479,545,605
1010,145,674,464,565,595
950,179,690,464,540,590
960,188,675,465,550,600
1031,191,690,540,542,680
959,176,660,480,541,598
1020,162,675,480,576,614
1010,181,690,480,606,594
1010,123,735,465,546,594
960,223,690,495,551,639
931,300,720,510,552,679
1070,125,690,465,597,603
1031,126,735,480,543,618
1100,101,690,494,568,642
1042,231,646,479,581,1743
919,222,705,464,560,589
1010,127,660,480,560,580
1021,165,690,495,566,625
1040,225,705,510,621,649
1011,329,750,570,642,699
850,226,735,450,537,543
970,216,660,480,587,603
1010,153,705,495,557,613
1010,137,690,465,552,598
1000,105,660,465,537,573
920,189,660,465,522,588
1010,147,645,480,557,603
1020,142,690,464,572,598
870,219,690,449,521,569
1070,153,659,450,556,1714
933,194,675,450,564,569
980,170,690,480,545,606
971,195,675,480,561,610
991,185,690,480,572,609
1000,148,705,465,552,598
1090,144,690,465,548,1743
910,190,660,450,538,562
970,178,660,465,563,587
1021,157,690,480,574,607
120,179,720,464,570,612
960,207,704,479,555,615
980,173,690,464,560,600
940,204,675,479,555,595
910,252,690,480,555,615
952,198,675,495,537,615
980,238,660,450,537,1713
950,179,660,450,557,573
1020,149,690,465,572,598
890,225,690,465,537,583
890,243,660,450,567,573
890,246,675,465,567,573
820,296,675,450,562,558
930,206,675,479,547,593
940,195,660,479,547,593
971,185,660,464,582,579
963,198,705,480,560,603
961,215,690,480,570,610
950,235,705,465,590,600
1091,122,720,495,596,625
1030,189,720,510,586,634
940,247,720,480,576,614
910,261,720,465,571,609
1020,151,705,480,566,614
930,232,690,480,566,604
940,209,675,480,561,589
870,271,690,450,571,579
900,222,690,465,546,584
930,254,675,479,581,609
870,265,705,464,550,590
980,177,675,464,570,590
910,248,690,479,560,600
900,253,690,465,565,595
911,241,690,465,571,590
940,188,690,465,546,584
870,249,660,465,541,579
910,215,660,465,546,584
860,247,660,450,546,564
880,246,660,465,551,579
890,210,675,435,541,559
850,272,660,465,546,584
950,165,660,465,541,579
950,194,660,464,566,584
880,261,690,449,576,574
950,181,675,449,590,550
910,230,705,464,560,580
960,192,690,465,565,595
861,266,675,465,556,575
930,189,675,465,536,584
900,222,645,480,541,589
960,159,645,465,551,569
940,164,660,465,536,574
880,246,660,435,571,559
110,210,675,495,541,599
960,174,660,465,556,584
881,234,675,450,552,569
920,197,675,450,547,573
971,163,675,449,563,578
930,184,676,464,543,577
920,206,660,464,547,583
1031,132,675,464,578,593
1030,176,705,480,603,607
992,209,735,480,590,612
1031,175,720,495,586,625
960,218,705,480,581,599
890,273,705,465,581,589
880,287,705,465,581,589
1000,171,720,465,576,604
921,206,690,480,537,594
900,231,660,465,552,588
980,169,675,480,547,603
960,178,660,480,547,593
971,159,675,464,537,594
950,199,674,464,547,603
900,232,675,449,562,578
860,252,675,449,557,563
890,237,675,465,547,583
930,199,675,465,537,593
890,264,660,480,557,603
840,285,675,450,562,568
960,164,675,465,552,578
920,230,660,480,562,588
900,239,690,480,532,608
930,245,660,480,572,608
900,236,690,480,542,598
970,169,660,465,557,583
970,182,690,464,562,598
930,185,675,464,542,578
960,187,661,479,551,599
940,185,660,479,541,589
890,246,660,465,556,584
870,245,675,465,536,584
960,166,675,450,541,589
990,165,675,480,546,614
1050,168,675,510,581,639
1030,153,720,480,571,619
1010,195,720,480,581,629
960,201,690,495,566,604
890,237,675,480,541,589
1050,113,675,495,541,629
1010,151,675,464,571,599
920,200,675,464,551,569
870,249,660,479,530,590
930,232,659,479,560,610
1000,180,705,479,555,625
950,185,690,465,540,600
991,168,675,465,561,600
1020,171,690,480,591,609
930,209,720,465,546,594
950,185,675,465,546,594
940,201,675,450,571,579
890,255,690,480,551,599
930,209,675,465,551,589
900,251,675,480,556,604
980,168,690,449,566,584
930,235,690,480,566,604
860,280,690,449,566,574
930,232,675,494,565,605
940,195,690,479,535,605
900,226,660,450,555,575
871,257,675,465,546,585
981,188,675,480,562,609
820,335,690,465,567,593
1021,165,705,480,572,618
950,215,705,480,557,613
900,232,690,465,542,598
990,163,660,495,547,613
1040,134,690,450,587,593
940,201,720,464,552,598
960,212,675,480,577,603
922,218,705,449,563,578
892,259,676,464,574,578
931,280,705,494,586,626
769,426,720,494,570,629
870,237,705,450,525,585
831,272,630,450,556,555
860,267,660,465,561,569
861,293,675,465,582,579
890,241,705,465,552,588
911,237,675,465,563,588
870,351,705,450,638,592
850,150,705,405,528,472
910,222,660,495,513,627
960,175,630,480,543,597
951,206,660,494,548,612
990,125,660,479,527,593
960,222,644,509,562,628
1050,172,690,525,577,653
1040,220,735,495,607,653
1030,249,780,495,612,668
980,245,765,510,567,663
1050,177,705,495,597,633
1050,220,750,495,622,648
940,296,765,495,602,638
1040,233,750,495,637,643
910,338,780,495,612,638
1040,224,765,495,622,648
970,235,765,465,602,608
930,288,750,494,577,643
860,340,720,464,591,609
950,220,735,464,561,609
1030,161,705,479,576,624
990,190,720,465,571,609
950,240,720,480,561,629
920,269,690,480,581,609
910,279,720,480,571,619
940,251,720,465,577,614
939,228,735,465,546,623
970,194,690,465,561,609
970,216,690,480,581,609
980,193,705,480,576,604
930,250,705,480,572,609
929,265,720,479,571,628
910,254,705,479,555,615
910,267,690,479,565,615
1080,129,719,465,590,620
980,274,750,510,590,670
2441,610,750,675,2216,835
1220,192,2385,615,636,784
1080,165,765,540,581,669
970,223,705,495,581,619
1000,188,705,495,571,619
1000,174,720,465,566,614
1040,154,705,480,581,619
990,209,720,479,581,619
960,229,720,479,571,620
1010,189,705,479,585,615
920,262,719,479,575,615
950,231,705,480,580,610
930,249,705,480,575,605
961,234,705,495,576,625
971,235,720,495,572,639
990,212,720,480,582,628
970,225,720,480,582,618
1050,163,720,495,587,633
910,274,720,480,577,613
940,236,705,480,572,608
990,183,705,465,582,598
940,244,705,494,572,618
1020,170,705,509,547,644
921,273,689,479,578,623
930,254,705,480,583,607
960,217,720,480,563,617
951,229,705,465,574,607
1012,177,705,480,581,611
960,203,705,480,566,604
890,270,690,480,556,604
940,230,690,480,556,614
960,208,675,480,571,599
920,238,705,480,546,614
951,234,675,480,581,609
990,189,705,480,576,604
951,248,705,494,577,624
940,238,705,464,586,594
960,238,734,479,571,629
960,227,705,480,576,614
970,176,705,465,556,594
970,186,675,480,561,599
980,176,690,465,566,594
881,275,690,480,557,604
900,257,675,480,562,598
920,242,690,480,562,608
880,246,675,465,552,578
870,251,660,465,557,573
880,261,675,465,567,583
850,311,690,480,567,603
940,194,690,465,552,588
930,205,675,464,552,588
940,208,675,479,546,604
830,340,659,494,561,609
940,217,675,479,566,594
910,220,690,465,541,589
930,195,660,450,561,569
1060,151,675,510,587,624
1019,166,735,480,561,628
1040,139,690,480,571,609
1000,198,720,495,556,644
900,270,675,495,556,614
910,243,675,495,546,614
1010,197,660,525,571,639
990,205,705,479,586,614
890,298,720,479,576,614
1020,203,750,494,560,670
910,242,674,494,550,610
840,224,660,434,525,545
870,222,630,465,530,570
801,272,645,435,531,550
970,138,645,450,546,564
990,164,660,495,551,609
860,258,645,465,561,559
760,339,690,450,521,579
800,117,630,480,331,589
0,216,0,0,551,0
850,352,675,510,576,634
900,323,735,480,591,639
