,bothfoot_L,swing_L,bothfoot_R,swing_R,stand_L,stand_R,cluster_id
2199,1020,203,750,494,560,670,2
2200,910,242,674,494,550,610,2
2201,840,224,660,434,525,545,2
2202,870,222,630,465,530,570,2
2203,801,272,645,435,531,550,2
2204,970,138,645,450,546,564,2
2205,990,164,660,495,551,609,2
2206,860,258,645,465,561,559,2
2207,760,339,690,450,521,579,2
2208,800,117,630,480,331,589,2
2209,0,216,0,0,551,0,0
2210,850,352,675,510,576,634,2
2211,900,323,735,480,591,639,2
2212,960,293,735,510,606,654,2
2213,760,396,735,465,566,594,2
2214,770,374,705,434,576,574,2
2215,840,300,720,449,545,595,2
2216,880,287,689,479,545,625,2
2217,830,302,660,464,560,580,2
2218,110,286,690,495,555,625,2
2219,1010,142,690,480,545,615,2
2220,861,250,660,465,531,580,2
2221,951,159,660,465,517,594,2
2222,920,205,630,480,537,593,2
2223,950,180,645,480,542,588,2
2224,940,195,660,465,557,583,2
2225,900,248,690,450,567,583,2
2226,950,238,705,465,587,603,2
2227,980,167,720,479,537,613,2
2228,800,303,660,450,537,573,2
2229,960,207,660,494,552,618,2
2230,980,228,705,494,561,649,2
2231,993,199,705,480,569,624,2
2232,921,264,690,465,605,586,2
2233,871,302,735,480,571,610,2
2234,920,235,705,465,561,599,2
2235,950,209,690,480,551,609,2
2236,1031,127,675,495,542,619,2
2237,1010,144,675,465,562,598,2
2238,991,172,690,480,563,608,2
2239,920,244,690,480,563,607,2
2240,910,227,675,465,563,577,2
2241,1010,142,675,494,553,607,2
2242,931,204,675,464,554,587,2
2243,890,264,690,479,544,616,2
2244,910,240,660,479,553,597,2
2245,911,253,689,465,569,602,2
2246,921,210,690,509,500,631,2
2247,890,245,615,465,560,580,2
2248,930,214,660,495,555,595,2
2249,931,242,705,465,566,615,2
2250,890,269,705,465,556,604,2
2251,970,215,690,480,576,614,2
2252,960,240,720,510,546,654,2
2253,1070,345,600,750,616,804,2
2254,1071,119,735,540,532,659,2
2255,1110,150,660,540,592,668,2
2256,1060,201,735,510,617,653,2
2257,980,224,765,509,551,659,2
2258,980,251,689,464,636,604,2
2259,1030,226,779,494,621,639,2
2260,980,307,765,524,621,669,2
2261,910,273,735,495,581,609,2
2262,860,327,720,480,571,619,2
2263,910,289,705,480,586,614,2
2264,950,276,720,480,616,614,2
2265,920,289,735,510,581,629,2
2266,1030,202,735,495,591,649,2
2267,990,235,750,480,591,639,2
2268,960,241,735,480,586,624,2
2269,950,211,720,480,556,614,2
2270,960,218,675,494,566,614,2
2271,930,287,720,479,586,634,2
2272,951,244,735,479,570,630,2
2273,930,304,720,479,610,630,2
2274,1010,178,750,465,585,605,2
2275,990,236,735,495,585,645,2
2276,981,221,720,495,581,630,2
2277,930,253,705,480,586,604,2
2278,870,280,720,465,552,599,2
2279,929,253,690,465,586,603,2
2280,900,253,705,465,576,584,2
2281,900,257,705,465,566,594,2
2282,970,198,705,465,566,604,2
2283,1050,147,705,465,596,604,2
2284,910,267,720,480,576,604,2
2285,920,274,720,464,591,609,2
2286,950,268,750,479,580,640,2
2287,960,224,720,464,585,605,2
2288,840,333,705,465,595,585,2
2289,950,241,720,495,580,620,2
2290,841,329,720,465,566,605,2
2291,950,215,690,465,581,589,2
2292,911,261,705,480,577,604,2
2293,910,256,705,465,577,593,2
2294,970,203,705,480,572,608,2
2295,920,220,705,465,542,598,2
2296,911,259,690,450,573,598,2
2297,840,296,690,465,558,582,2
2298,980,173,690,464,563,597,2
2299,910,249,690,479,553,608,2
2300,993,203,706,479,570,633,2
2301,900,256,705,464,560,600,2
2302,880,278,690,465,565,595,2
2303,921,231,690,480,556,605,2
2304,930,219,675,480,551,599,2
2305,931,233,690,465,567,604,2
2306,930,211,690,465,562,588,2
2307,921,220,675,480,548,593,2
2308,950,211,675,480,563,607,2
2309,930,222,690,465,568,592,2
2310,920,210,675,465,558,572,2
2311,880,266,660,480,568,582,2
2312,922,182,675,465,540,572,2
2313,921,192,660,449,551,570,2
2314,870,248,675,449,546,574,2
2315,950,196,675,479,540,610,2
2316,970,193,674,464,570,600,2
2317,910,240,690,465,565,585,2
2318,942,207,705,465,547,605,2
2319,980,165,690,465,542,608,2
2320,980,168,660,480,552,598,2
2321,920,235,690,480,542,618,2
2322,950,193,660,480,552,598,2
2323,1000,147,675,480,547,603,2
2324,1000,149,675,450,572,578,2
2325,1000,140,690,480,542,598,2
2326,960,165,675,450,547,583,2
2327,920,202,660,465,552,578,2
2328,900,229,675,449,557,573,2
2329,900,266,675,479,571,599,2
2330,860,271,689,479,532,599,2
2331,859,262,660,450,551,578,2
2332,960,168,660,480,541,589,2
2333,880,264,660,465,566,584,2
2334,830,266,690,450,526,574,2
2335,870,323,645,450,631,569,2
2336,761,308,690,480,532,539,2
2337,910,235,660,450,572,578,2
2338,860,297,705,465,562,598,2
2339,890,271,705,450,577,593,2
2340,870,287,705,465,567,593,2
2341,910,252,690,480,567,603,2
2342,850,283,690,449,567,573,2
2343,880,280,690,464,572,588,2
2344,940,233,705,509,536,644,2
2345,960,188,660,479,546,604,2
2346,950,210,675,480,551,609,2
2347,970,203,690,480,561,619,2
2348,950,187,690,450,561,579,2
2349,930,189,675,465,541,579,2
2350,900,241,675,465,551,599,2
2351,870,258,675,465,541,589,2
2352,920,235,675,480,546,614,2
2353,930,240,675,480,561,609,2
2354,930,225,690,480,551,609,2
2355,930,171,675,450,536,574,2
2356,880,231,660,450,546,574,2
2357,880,238,660,449,556,564,2
2358,860,275,675,464,556,585,2
2359,890,256,675,479,550,600,2
2360,960,180,674,479,535,605,2
2361,950,181,660,465,550,590,2
2362,1030,205,645,465,571,1700,2
2363,940,197,690,465,556,584,2
2364,970,151,675,450,552,569,2
2365,909,201,675,450,546,573,2
2366,900,209,660,465,531,579,2
2367,901,221,645,465,552,579,2
2368,960,157,660,480,532,588,2
2369,911,194,645,449,548,563,2
2370,893,216,660,449,551,562,2
2371,951,165,660,479,532,589,2
2372,901,206,630,464,547,564,2
2373,913,171,660,479,491,593,2
2374,949,248,630,509,550,649,2
2375,931,175,660,465,536,575,2
2376,910,226,660,465,551,589,2
2377,1060,218,690,480,561,1759,2
2378,960,173,675,480,546,594,2
2379,951,192,660,480,557,594,2
2380,950,193,675,480,552,598,2
2381,950,178,675,450,557,573,2
2382,880,219,675,450,532,568,2
2383,840,252,645,450,537,563,2
2384,910,199,645,465,537,573,2
2385,940,183,660,449,557,573,2
2386,930,176,690,434,541,569,2
2387,960,156,659,449,551,569,2
2388,930,158,659,434,546,544,2
2389,970,177,690,450,556,594,2
2390,960,179,690,465,541,599,2
2391,910,205,675,450,536,584,2
2392,910,197,645,450,551,559,2
2393,931,187,675,465,532,589,2
2394,990,135,645,480,537,593,2
2395,920,195,660,450,547,573,2
2396,950,162,660,450,557,563,2
2397,960,180,690,450,558,583,2
2398,999,162,675,495,557,612,2
2399,770,423,690,510,557,643,2
2400,2030,461,1875,554,626,1874,1
2401,1040,197,780,494,591,649,2
2402,2210,190,720,480,576,1824,1
2403,1000,171,720,465,571,609,2
2404,930,248,705,480,566,614,2
2405,930,250,705,465,576,604,2
2406,920,232,705,465,566,594,2
2407,940,208,705,465,546,604,2
2408,990,165,675,465,566,594,2
2409,900,258,690,450,586,574,2
2410,950,228,735,480,551,629,2
2411,980,197,675,480,576,604,2
2412,970,198,705,479,561,609,2
2413,920,253,705,464,570,610,2
2414,940,207,705,449,565,585,2
2415,950,209,705,465,555,605,2
2416,950,219,690,465,570,600,2
2417,971,203,705,465,581,600,2
2418,1030,132,720,450,581,589,2
2419,940,190,705,465,541,589,2
2420,950,204,660,480,561,599,2
2421,950,199,690,465,556,594,2
2422,1000,160,690,480,546,614,2
2423,970,210,675,465,586,594,2
2424,890,266,720,450,576,584,2
2425,960,222,705,479,581,609,2
2426,930,217,705,464,561,589,2
2427,950,232,705,464,580,610,2
2428,1020,148,704,479,565,605,2
2429,950,233,690,480,585,605,2
2430,1000,193,705,495,585,615,2
2431,920,288,720,480,595,615,2
2432,941,291,735,495,597,635,2
2433,949,289,735,510,591,648,2
2434,971,262,705,600,527,714,2
2435,990,217,660,510,567,643,2
2436,1130,163,720,525,622,678,2
2437,1011,217,780,480,592,638,2
2438,1080,119,750,495,547,653,2
2439,991,155,660,464,573,578,2
2440,1030,128,705,494,533,627,2
2441,1012,178,660,464,599,593,2
2442,1021,155,765,495,520,661,2
2443,1000,183,630,480,600,590,2
2444,880,257,735,435,570,570,2
2445,931,183,690,465,536,585,2
2446,971,150,660,465,532,589,2
2447,991,139,675,450,538,593,2
2448,1020,147,660,480,568,602,2
2449,1010,134,705,480,533,617,2
2450,1010,152,675,480,548,622,2
2451,1000,173,675,465,588,592,2
2452,1030,202,735,480,613,627,2
2453,1041,267,765,524,634,677,2
2454,1021,382,810,524,709,702,2
2455,1110,305,884,569,674,746,2
2456,1051,271,839,539,625,706,2
2457,1040,213,795,480,610,650,2
2458,1002,257,750,525,597,665,2
2459,970,208,750,465,562,618,2
2460,880,283,690,465,577,593,2
2461,950,218,720,450,577,593,2
2462,930,256,720,495,552,638,2
2463,1040,167,690,510,562,648,2
2464,961,233,720,465,578,623,2
2465,900,241,705,480,543,607,2
2466,900,260,660,495,548,612,2
2467,910,279,690,464,583,607,2
2468,1010,154,705,494,552,618,2
2469,930,230,689,464,557,603,2
2470,950,246,705,494,557,643,2
2471,950,218,690,480,557,613,2
2472,930,234,690,480,557,613,2
2473,870,265,675,480,542,598,2
2474,920,203,660,465,547,583,2
2475,950,199,660,510,527,623,2
2476,920,238,675,450,562,598,2
2477,860,300,690,480,553,608,2
2478,959,155,690,450,532,587,2
2479,850,259,645,465,532,578,2
2480,870,235,645,465,532,578,2
2481,930,213,660,465,557,593,2
2482,830,298,660,479,546,584,2
2483,860,256,659,464,541,579,2
2484,840,279,644,464,551,569,2
2485,900,231,675,449,566,574,2
2486,900,243,690,465,561,589,2
2487,960,181,675,480,556,594,2
2488,960,178,675,480,541,599,2
2489,910,208,660,450,551,569,2
2490,970,172,690,465,546,604,2
2491,980,155,660,480,546,594,2
2492,950,159,660,465,531,579,2
2493,970,159,660,465,536,594,2
2494,880,258,660,465,551,589,2
2495,920,228,675,465,561,589,2
2496,900,244,690,480,541,609,2
2497,940,165,660,464,525,585,2
2498,960,149,644,449,540,570,2
2499,1040,145,675,449,605,585,2
2500,970,134,720,450,545,565,2
2501,920,189,660,465,530,580,2
2502,981,151,660,450,561,580,2
2503,991,152,675,465,572,579,2
2504,970,155,705,450,547,583,2
2505,970,177,660,465,572,578,2
2506,1040,101,690,450,582,568,2
2507,2140,159,705,480,542,1758,1
2508,1050,144,645,480,567,1723,2
2509,930,234,690,449,597,573,2
2510,960,161,705,464,557,573,2
2511,1050,240,689,464,571,1769,2
2512,971,189,705,479,547,614,2
2513,963,157,660,450,560,563,2
2514,991,154,675,480,556,595,2
2515,990,150,675,465,556,584,2
2516,930,178,675,450,541,569,2
2517,970,132,660,450,541,569,2
2518,960,145,660,450,541,569,2
2519,990,168,675,450,576,584,2
2520,971,151,690,465,552,579,2
2521,930,185,675,450,547,573,2
2522,931,178,660,464,533,578,2
2523,940,163,645,464,533,577,2
2524,940,169,645,464,532,578,2
2525,940,162,645,464,532,578,2
2526,950,190,660,479,532,608,2
2527,970,131,660,450,523,578,2
2528,959,178,645,480,537,602,2
2529,890,206,645,450,542,558,2
2530,960,179,675,465,542,598,2
2531,930,206,660,480,542,598,2
2532,960,180,675,450,557,583,2
2533,950,215,675,480,572,598,2
2534,870,221,675,465,532,568,2
2535,910,179,645,450,527,563,2
2536,951,208,660,465,562,598,2
2537,930,171,675,464,532,578,2
2538,940,145,630,464,527,563,2
2539,980,148,630,479,546,584,2
2540,920,163,659,449,526,564,2
2541,930,166,645,464,516,584,2
2542,930,146,630,450,516,564,2
2543,890,231,645,450,551,579,2
2544,950,174,660,465,556,574,2
2545,1000,244,720,480,606,644,2
2546,1010,184,765,495,546,654,2
